n_policy,pack_PPO_BipedalWalker1_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker2_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker3_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker4_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker5_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker6_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker7_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker8_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker9_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker10_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker11_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker12_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker13_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker14_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker15_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker16_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker18_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker19_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker20_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker23_norm_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker1_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker2_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker3_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker4_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker5_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker6_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker7_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker8_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker9_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker10_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker11_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker12_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker13_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker14_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker15_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker16_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker18_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker19_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker20_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker23_best_last_deg_paired_diff_probpos,pack_PPO_BipedalWalker1_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker2_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker3_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker4_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker5_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker6_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker7_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker8_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker9_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker10_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker11_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker12_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker13_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker14_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker15_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker16_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker18_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker19_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker20_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker23_best_last_deg_paired_diff_KDEprobpos,pack_PPO_BipedalWalker1_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker2_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker3_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker4_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker5_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker6_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker7_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker8_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker9_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker10_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker11_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker12_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker13_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker14_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker15_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker16_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker18_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker19_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker20_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_BipedalWalker23_norm_from_mean_worsening_to_improvement_reward_diff
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.492,1.0,1.0,1.0,1.0,1.0,0.0,0.98,1.0,1.0,0.0,1.0,0.0,1.0000000000000004,0.0,0.0,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,0.4873028393814343,0.9999999999743708,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,0.9756755990713304,1.0000000000000004,0.9999773938226724,0.0,0.9999999973345992,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
2,0.12305656272576,0.6654316124868241,0.0,1.0,0.0,0.2243796893670499,0.7241323677094162,0.0,1.0,0.0,1.0,0.0038883313344767,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.936,0.0,1.0,0.0,0.948,0.988,0.0,0.798,0.0,1.0,0.708,0.0,1.0,0.64,0.982,0.0,1.0,1.0,1.0,0.7533670756665387,0.9321621825831996,0.0,1.0000000000000004,0.0,0.8981127273107639,0.9766263498133716,0.0,0.8005646059505329,0.0,1.0000000000000004,0.6919537659453067,0.0,1.0000000000000004,0.5591769273422204,0.9829864752662284,0.0,0.9999999999959586,1.0000000000000004,1.0000000000000004,0.328718695415725,1.0,0.0,1.0,0.0,0.5497796753302345,1.0,0.0,1.0,0.0,1.0,0.0116198123230737,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
3,0.118232364165422,0.0,0.0122199669343418,0.9754731676241442,1.0,0.0,0.0,0.0420520077671255,1.0,0.0,0.0768370313762932,0.0,0.0,0.0,0.0,0.9751263770138976,1.0,0.6440433872238024,0.7858623908161043,0.393708891992429,1.0,0.0,0.802,0.998,0.49,0.0,0.0,1.0,0.978,0.0,1.0,0.0,0.0,0.0,0.0,0.968,1.0,1.0,1.0,0.936,1.0000000000000004,0.0,0.7594553593150897,0.9945778622920876,0.6962622511159764,0.0,0.0,0.9999997665511056,0.9699705143315522,0.0,1.0000000000000004,0.0,0.0,0.0,0.0,0.968377632189362,1.0000000000000004,0.9999999680362384,1.0000000000000004,0.7184799078205175,0.3809986912927224,0.0,0.0242930083559439,1.0,1.0,0.0,0.0,0.0853045248431079,1.0,0.0,0.1492894494619104,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.694913903038333
4,0.2117722981584589,0.2810833814076954,0.0,0.8894325765451521,1.0,0.0965677778140982,0.3927806996720564,0.1476509714245135,1.0,0.0,0.0,0.9718236311056668,0.0922372259401563,0.0569589874228965,0.0,0.0385043953151629,0.0,0.7961670076686694,0.1010337860364228,1.0,1.0,0.936,0.0,1.0,0.746,0.992,0.998,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0000000000000004,0.7108127343663988,0.0,1.0000000000000004,0.7083529399608433,0.992385806892498,0.8533890682436996,1.0000000000000004,0.9999999999999816,0.0,0.0,1.0000000000000004,0.9994216649121505,0.9997380865108328,0.0,1.0000000000000004,0.0,1.0000000000000004,1.0000000000000004,0.9445740055842144,0.7287108571465187,0.677172806664635,0.0,1.0,1.0,0.1768538648546334,0.6024202751999975,0.3483148282444633,1.0,0.0,0.0,1.0,0.1986901967750858,0.1002071915244179,0.0,0.0950810011383632,0.0,1.0,0.1890408108112283,1.0
5,0.2482978552457371,0.0,0.1433449385423292,0.8420531191177,1.0,0.1549498162976701,0.2207221423226657,0.3247756183494844,0.0,0.0061837145868988,0.7401421578294064,0.0,0.1869811939372438,0.1056282438726898,0.1189902313510199,0.4254980821025164,0.1200016004092976,1.0,0.1579923981322921,0.0,1.0,0.0,1.0,1.0,0.664,1.0,1.0,1.0,0.0,0.772,0.86,0.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.0,1.0000000000000004,0.0,1.0000000000000004,1.0000000000000004,0.7110995218126914,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,0.6771801525699259,0.8522697076652008,0.0,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.997293497882495,0.9562706863721256,1.0000000000000004,1.0000000000000004,0.0,0.8756453289189113,0.0,0.3774715282875303,1.0,1.0,0.3222406745624966,0.3804740326598442,0.7972301004855828,0.0,0.0113101201501352,1.0,0.0,0.4473032818699403,0.2150055316181922,0.2422046027872099,1.0,0.1909725072747801,1.0,0.3349346323513347,0.0
6,0.3206751595676814,0.100281083273521,0.2543281425691327,0.2784352887903251,1.0,0.910385873854258,0.1921483544825551,0.2814026433934024,1.0,0.4205989503241853,0.8003550253368475,0.1377182457167816,0.2508151386649616,0.1837137629660495,0.2442806676831831,0.0675725365583858,0.2242290961302249,0.0,0.8059040135287876,0.0,1.0,1.0,1.0,1.0,0.882,1.0,1.0,1.0,0.252,0.998,0.86,1.0,1.0,1.0,1.0,1.0,0.998,0.0,1.0,0.0,1.0000000000000004,0.9999999999986612,1.0000000000000004,0.9999638976564148,0.7632100263337509,1.0000000000000004,1.0,1.0000000000000004,0.3249767805544229,0.90801706866566,0.865169963675863,0.9188193926790752,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.9983509619057616,0.980613946092143,0.0,1.0000000000000004,0.0,1.0,0.1635455186086786,0.7028884289254052,0.4067439853701924,1.0,1.0,0.3662068499425677,0.7226880941822544,1.0,0.7955021452688226,1.0,0.253999346925163,0.6363724969646106,0.4106773847569641,0.5357100105618217,0.1878586886373028,0.3929455831779089,0.0,1.0,0.0
7,0.3251666402822076,0.021070108759884,0.254392916777223,0.2980105405373975,0.9373837376226638,0.3068259230544377,0.4800079178791321,0.3472798593873193,0.4847932062081939,1.0,0.9068879202509484,0.0953950808097029,0.3134421155908557,0.1653741565206331,0.1777123366168672,0.0,0.964537646383007,0.9725713825059932,0.3336850190879745,0.0564677146818528,1.0,0.99,1.0,1.0,0.79,1.0,1.0,1.0,0.24,1.0,0.86,1.0,1.0,1.0,1.0,0.0,1.0,0.944,1.0,0.742,1.0000000000000004,0.9885375990669604,1.0000000000000004,0.9999796876604984,0.7213703775647591,0.999988750683016,0.9978129149732878,1.0000000000000004,0.282141151265887,1.0000000000000004,0.8825439024138412,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,0.9996001305207528,0.9247119152574436,1.0000000000000004,0.7528173635254491,1.0,0.0390797379515034,0.7301688069489978,0.4684008208666377,1.0,0.5983462944761866,0.9246701660227352,0.9040913243837682,1.0,1.0,1.0,0.1961454439908131,0.8161571490942536,0.4012989783720362,0.4219101292384889,0.0,1.0,1.0,0.672437546287877,0.0967845509912048
8,0.3264976146172439,0.0,0.3581890134411362,0.3183356254546848,1.0,0.2341160907206852,0.332848715315876,0.2653509139805254,0.0,0.9378786400268924,0.8042267124779741,0.1588826934359413,0.258043130038008,1.0,0.1539205215050169,0.0,0.529482800887006,0.9717860875547936,0.8344236948078176,0.0667971483393257,1.0,0.0,1.0,1.0,0.902,1.0,1.0,1.0,0.0,1.0,0.86,1.0,1.0,1.0,1.0,0.0,1.0,0.928,1.0,0.832,1.0000000000000004,0.0,1.0000000000000004,0.9999998046434088,0.8471832778074676,1.0000000000000004,0.9970232580343592,1.0000000000000004,0.0,1.0000000000000004,0.8813809343263314,0.9999999987988328,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.0,0.97997645660705,0.9239019857516616,1.0000000000000004,0.7984717998412023,1.0,0.0,1.0,0.5297575109361967,1.0,0.4858933115887945,0.6678122621225089,0.7153786418258037,0.0,1.0,1.0,0.3531012264876988,0.6973273050431963,1.0,0.3931455573661854,0.0,0.868245610282005,1.0,1.0,0.1269828540324565
9,0.3538507363011146,0.0,0.3781101522039068,0.1705200446859277,0.9119485984598692,0.6766896225737835,0.1844912150360087,0.3259877289450555,0.2979650272318385,0.7081306386100337,0.8227175850329291,0.2739361963169257,0.2574386211381189,0.2186350464659599,0.2817121636907541,0.0,0.8979274536970491,1.0,0.7975600284608316,0.8041535192776927,1.0,0.0,1.0,1.0,0.89,1.0,1.0,1.0,0.994,1.0,0.86,1.0,1.0,0.998,1.0,0.0,1.0,0.998,1.0,0.934,1.0000000000000004,0.0,1.0000000000000004,1.0000000000000004,0.7848692566771547,0.9978699165276884,1.0000000000000004,1.0000000000000004,0.9932938322986288,0.9983446080544486,0.8815587539005263,1.0000000000000004,1.0000000000000004,0.9975765576687552,1.0000000000000004,0.0,0.9993625090182484,0.9558153041455372,1.0000000000000004,0.921554437784248,1.0,0.0,1.0,0.3056630333286061,1.0,1.0,0.3950357833928264,0.8896313446482178,0.3844023041976323,1.0,1.0,0.6335823404364661,0.7175285456755076,0.5121710041203288,0.7403143685873674,0.0,1.0,1.0,1.0,1.0
